site,dataset,sub,task,run,suffix,shape,pixdim,tr,num_trs,dur,path
Olin,Olin,0050136,rest,1,bold,"[64, 64, 29]","[3.44, 3.44, 5.0]",1.5,210.0,315.0,Olin/sub-0050136/func/sub-0050136_task-rest_run-1_bold.nii.gz
Olin,Olin,0050137,,,T1w,"[208, 256, 176]","[1.0, 1.0, 1.0]",,,,Olin/sub-0050137/anat/sub-0050137_T1w.nii.gz
Olin,Olin,0050137,rest,1,bold,"[64, 64, 29]","[3.44, 3.44, 5.0]",1.5,210.0,315.0,Olin/sub-0050137/func/sub-0050137_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050002,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050002/anat/sub-0050002_T1w.nii.gz
Pitt,Pitt,0050002,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050002/func/sub-0050002_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050003,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050003/anat/sub-0050003_T1w.nii.gz
Pitt,Pitt,0050003,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050003/func/sub-0050003_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050004,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050004/anat/sub-0050004_T1w.nii.gz
Pitt,Pitt,0050004,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050004/func/sub-0050004_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050005,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050005/anat/sub-0050005_T1w.nii.gz
Pitt,Pitt,0050005,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050005/func/sub-0050005_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050006,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050006/anat/sub-0050006_T1w.nii.gz
Pitt,Pitt,0050006,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050006/func/sub-0050006_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050007,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050007/anat/sub-0050007_T1w.nii.gz
Pitt,Pitt,0050007,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050007/func/sub-0050007_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050008,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050008/anat/sub-0050008_T1w.nii.gz
Pitt,Pitt,0050008,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050008/func/sub-0050008_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050009,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050009/anat/sub-0050009_T1w.nii.gz
Pitt,Pitt,0050009,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050009/func/sub-0050009_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050010,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050010/anat/sub-0050010_T1w.nii.gz
Pitt,Pitt,0050010,rest,1,bold,"[64, 64, 29]","[3.12, 3.13, 4.0]",1.5,200.0,300.0,Pitt/sub-0050010/func/sub-0050010_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050011,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050011/anat/sub-0050011_T1w.nii.gz
Pitt,Pitt,0050011,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050011/func/sub-0050011_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050012,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050012/anat/sub-0050012_T1w.nii.gz
Pitt,Pitt,0050012,rest,1,bold,"[64, 64, 29]","[3.12, 3.13, 4.0]",1.5,200.0,300.0,Pitt/sub-0050012/func/sub-0050012_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050013,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050013/anat/sub-0050013_T1w.nii.gz
Pitt,Pitt,0050013,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050013/func/sub-0050013_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050014,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050014/anat/sub-0050014_T1w.nii.gz
Pitt,Pitt,0050014,rest,1,bold,"[64, 64, 29]","[3.12, 3.13, 4.0]",1.5,200.0,300.0,Pitt/sub-0050014/func/sub-0050014_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050015,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050015/anat/sub-0050015_T1w.nii.gz
Pitt,Pitt,0050015,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050015/func/sub-0050015_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050016,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050016/anat/sub-0050016_T1w.nii.gz
Pitt,Pitt,0050016,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050016/func/sub-0050016_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050017,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050017/anat/sub-0050017_T1w.nii.gz
Pitt,Pitt,0050017,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050017/func/sub-0050017_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050019,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050019/anat/sub-0050019_T1w.nii.gz
Pitt,Pitt,0050019,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050019/func/sub-0050019_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050020,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050020/anat/sub-0050020_T1w.nii.gz
Pitt,Pitt,0050020,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050020/func/sub-0050020_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050022,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050022/anat/sub-0050022_T1w.nii.gz
Pitt,Pitt,0050022,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050022/func/sub-0050022_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050023,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050023/anat/sub-0050023_T1w.nii.gz
Pitt,Pitt,0050023,rest,1,bold,"[64, 64, 29]","[3.12, 3.13, 4.0]",1.5,200.0,300.0,Pitt/sub-0050023/func/sub-0050023_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050024,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050024/anat/sub-0050024_T1w.nii.gz
Pitt,Pitt,0050024,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050024/func/sub-0050024_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050025,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050025/anat/sub-0050025_T1w.nii.gz
Pitt,Pitt,0050025,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050025/func/sub-0050025_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050026,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050026/anat/sub-0050026_T1w.nii.gz
Pitt,Pitt,0050026,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050026/func/sub-0050026_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050027,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050027/anat/sub-0050027_T1w.nii.gz
Pitt,Pitt,0050027,rest,1,bold,"[64, 64, 29]","[3.12, 3.13, 4.0]",1.5,200.0,300.0,Pitt/sub-0050027/func/sub-0050027_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050028,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050028/anat/sub-0050028_T1w.nii.gz
Pitt,Pitt,0050028,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050028/func/sub-0050028_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050029,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050029/anat/sub-0050029_T1w.nii.gz
Pitt,Pitt,0050029,rest,1,bold,"[64, 64, 29]","[3.12, 3.13, 4.0]",1.5,200.0,300.0,Pitt/sub-0050029/func/sub-0050029_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050030,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050030/anat/sub-0050030_T1w.nii.gz
Pitt,Pitt,0050030,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050030/func/sub-0050030_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050031,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050031/anat/sub-0050031_T1w.nii.gz
Pitt,Pitt,0050031,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050031/func/sub-0050031_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050032,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050032/anat/sub-0050032_T1w.nii.gz
Pitt,Pitt,0050032,rest,1,bold,"[64, 64, 29]","[3.12, 3.13, 4.0]",1.5,200.0,300.0,Pitt/sub-0050032/func/sub-0050032_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050033,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050033/anat/sub-0050033_T1w.nii.gz
Pitt,Pitt,0050033,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050033/func/sub-0050033_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050034,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050034/anat/sub-0050034_T1w.nii.gz
Pitt,Pitt,0050034,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050034/func/sub-0050034_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050035,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050035/anat/sub-0050035_T1w.nii.gz
Pitt,Pitt,0050035,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050035/func/sub-0050035_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050036,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050036/anat/sub-0050036_T1w.nii.gz
Pitt,Pitt,0050036,rest,1,bold,"[64, 64, 29]","[3.12, 3.13, 4.0]",1.5,200.0,300.0,Pitt/sub-0050036/func/sub-0050036_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050037,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050037/anat/sub-0050037_T1w.nii.gz
Pitt,Pitt,0050037,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050037/func/sub-0050037_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050038,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050038/anat/sub-0050038_T1w.nii.gz
Pitt,Pitt,0050038,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050038/func/sub-0050038_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050039,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050039/anat/sub-0050039_T1w.nii.gz
Pitt,Pitt,0050039,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050039/func/sub-0050039_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050040,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050040/anat/sub-0050040_T1w.nii.gz
Pitt,Pitt,0050040,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050040/func/sub-0050040_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050041,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050041/anat/sub-0050041_T1w.nii.gz
Pitt,Pitt,0050041,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050041/func/sub-0050041_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050042,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050042/anat/sub-0050042_T1w.nii.gz
Pitt,Pitt,0050042,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050042/func/sub-0050042_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050043,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050043/anat/sub-0050043_T1w.nii.gz
Pitt,Pitt,0050043,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050043/func/sub-0050043_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050044,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050044/anat/sub-0050044_T1w.nii.gz
Pitt,Pitt,0050044,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050044/func/sub-0050044_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050045,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050045/anat/sub-0050045_T1w.nii.gz
Pitt,Pitt,0050045,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050045/func/sub-0050045_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050046,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050046/anat/sub-0050046_T1w.nii.gz
Pitt,Pitt,0050046,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050046/func/sub-0050046_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050047,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050047/anat/sub-0050047_T1w.nii.gz
Pitt,Pitt,0050047,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050047/func/sub-0050047_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050048,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050048/anat/sub-0050048_T1w.nii.gz
Pitt,Pitt,0050048,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050048/func/sub-0050048_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050049,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050049/anat/sub-0050049_T1w.nii.gz
Pitt,Pitt,0050049,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050049/func/sub-0050049_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050050,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050050/anat/sub-0050050_T1w.nii.gz
Pitt,Pitt,0050050,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050050/func/sub-0050050_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050051,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050051/anat/sub-0050051_T1w.nii.gz
Pitt,Pitt,0050051,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050051/func/sub-0050051_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050052,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050052/anat/sub-0050052_T1w.nii.gz
Pitt,Pitt,0050052,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050052/func/sub-0050052_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050053,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050053/anat/sub-0050053_T1w.nii.gz
Pitt,Pitt,0050053,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050053/func/sub-0050053_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050054,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050054/anat/sub-0050054_T1w.nii.gz
Pitt,Pitt,0050054,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050054/func/sub-0050054_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050055,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050055/anat/sub-0050055_T1w.nii.gz
Pitt,Pitt,0050055,rest,1,bold,"[64, 64, 29]","[3.12, 3.13, 4.0]",1.5,200.0,300.0,Pitt/sub-0050055/func/sub-0050055_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050056,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050056/anat/sub-0050056_T1w.nii.gz
Pitt,Pitt,0050056,rest,1,bold,"[64, 64, 29]","[3.12, 3.13, 4.0]",1.5,200.0,300.0,Pitt/sub-0050056/func/sub-0050056_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050057,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050057/anat/sub-0050057_T1w.nii.gz
Pitt,Pitt,0050057,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050057/func/sub-0050057_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050058,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050058/anat/sub-0050058_T1w.nii.gz
Pitt,Pitt,0050058,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050058/func/sub-0050058_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050059,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050059/anat/sub-0050059_T1w.nii.gz
Pitt,Pitt,0050059,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050059/func/sub-0050059_task-rest_run-1_bold.nii.gz
Pitt,Pitt,0050060,,,T1w,"[176, 256, 256]","[1.05, 1.05, 1.05]",,,,Pitt/sub-0050060/anat/sub-0050060_T1w.nii.gz
Pitt,Pitt,0050060,rest,1,bold,"[64, 64, 29]","[3.12, 3.12, 4.0]",1.5,200.0,300.0,Pitt/sub-0050060/func/sub-0050060_task-rest_run-1_bold.nii.gz
SBL,SBL,0051556,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051556/anat/sub-0051556_T1w.nii.gz
SBL,SBL,0051556,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051556/func/sub-0051556_task-rest_run-1_bold.nii.gz
SBL,SBL,0051557,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051557/anat/sub-0051557_T1w.nii.gz
SBL,SBL,0051557,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051557/func/sub-0051557_task-rest_run-1_bold.nii.gz
SBL,SBL,0051558,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051558/anat/sub-0051558_T1w.nii.gz
SBL,SBL,0051558,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051558/func/sub-0051558_task-rest_run-1_bold.nii.gz
SBL,SBL,0051559,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051559/anat/sub-0051559_T1w.nii.gz
SBL,SBL,0051559,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051559/func/sub-0051559_task-rest_run-1_bold.nii.gz
SBL,SBL,0051560,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051560/anat/sub-0051560_T1w.nii.gz
SBL,SBL,0051560,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051560/func/sub-0051560_task-rest_run-1_bold.nii.gz
SBL,SBL,0051561,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051561/anat/sub-0051561_T1w.nii.gz
SBL,SBL,0051561,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051561/func/sub-0051561_task-rest_run-1_bold.nii.gz
SBL,SBL,0051562,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051562/anat/sub-0051562_T1w.nii.gz
SBL,SBL,0051562,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051562/func/sub-0051562_task-rest_run-1_bold.nii.gz
SBL,SBL,0051563,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051563/anat/sub-0051563_T1w.nii.gz
SBL,SBL,0051563,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051563/func/sub-0051563_task-rest_run-1_bold.nii.gz
SBL,SBL,0051564,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051564/anat/sub-0051564_T1w.nii.gz
SBL,SBL,0051564,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051564/func/sub-0051564_task-rest_run-1_bold.nii.gz
SBL,SBL,0051565,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051565/anat/sub-0051565_T1w.nii.gz
SBL,SBL,0051565,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051565/func/sub-0051565_task-rest_run-1_bold.nii.gz
SBL,SBL,0051566,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051566/anat/sub-0051566_T1w.nii.gz
SBL,SBL,0051566,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051566/func/sub-0051566_task-rest_run-1_bold.nii.gz
SBL,SBL,0051567,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051567/anat/sub-0051567_T1w.nii.gz
SBL,SBL,0051567,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051567/func/sub-0051567_task-rest_run-1_bold.nii.gz
SBL,SBL,0051568,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051568/anat/sub-0051568_T1w.nii.gz
SBL,SBL,0051568,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051568/func/sub-0051568_task-rest_run-1_bold.nii.gz
SBL,SBL,0051569,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051569/anat/sub-0051569_T1w.nii.gz
SBL,SBL,0051569,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051569/func/sub-0051569_task-rest_run-1_bold.nii.gz
SBL,SBL,0051570,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051570/anat/sub-0051570_T1w.nii.gz
SBL,SBL,0051570,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051570/func/sub-0051570_task-rest_run-1_bold.nii.gz
SBL,SBL,0051571,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051571/anat/sub-0051571_T1w.nii.gz
SBL,SBL,0051571,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051571/func/sub-0051571_task-rest_run-1_bold.nii.gz
SBL,SBL,0051572,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051572/anat/sub-0051572_T1w.nii.gz
SBL,SBL,0051572,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051572/func/sub-0051572_task-rest_run-1_bold.nii.gz
SBL,SBL,0051573,,,T1w,"[256, 256, 170]","[1.0, 1.0, 1.0]",,,,SBL/sub-0051573/anat/sub-0051573_T1w.nii.gz
SBL,SBL,0051573,rest,1,bold,"[80, 80, 38]","[2.75, 2.75, 2.98]",2.2,200.0,440.00000000000006,SBL/sub-0051573/func/sub-0051573_task-rest_run-1_bold.nii.gz
